Source Target
339258818 339936116
374645059 339936116
439438020 339936116
499010629 339936116
293772486 339936116
68647111 339936116
344243144 339936116
307736137 339936116
145063883 339936116
118806166 339936116
418984911 339936116
393723384 339936116
327093714 339936116
1120812883 339936116
513505109 339936116
159010532 339936116
420063323 339936116
335700572 339936116
270095840 339936116
275069028 339936116
988212583 339936116
481564178 339936116
300114067 339936116
369124469 339936116
257131768 339936116
403794939 339936116
521015935 339936116
403101978 350993275
16321818 403101978
350993275 403101978
570454981 366433670
570454981 364036461
570454981 50537293
570454981 403612885
570454981 215517465
570454981 373935962
366433670 570454981
50537293 570454981
601445709 570454981
364036461 570454981
403612885 570454981
215517465 570454981
373935962 570454981
372009567 50031859
372009567 312253110
344243144 372009567
50031859 372009567
709644468 372009567
312253110 372009567
379512464 46501187
379512464 270670122
379512464 336878071
379512464 261802673
379512464 588034739
379512464 214229879
379512464 394293694
46501187 379512464
270670122 379512464
336878071 379512464
261802673 379512464
588034739 379512464
214229879 379512464
394293694 379512464
525803103 369766522
525803103 386063602
52195306 525803103
369766522 525803103
386063602 525803103
508293224 465272705
508293224 572724368
508293224 552869397
508293224 90713883
508293224 493549728
508293224 502243006
508293224 100897831
508293224 350489388
508293224 344391213
508293224 477830706
508293224 498350134
508293224 273693374
508293224 461600501
508293224 312253110
508293224 2238340681
508293224 952566864
508293224 464991060
508293224 566863445
508293224 293200470
508293224 404461584
508293224 338572903
508293224 715519858
508293224 157757171
508293224 231618677
508293224 326330615
508293224 422013050
508293224 781673407
508293224 604049022
14691200 508293224
24957185 508293224
47029506 508293224
539761248 508293224
293200470 508293224
465272705 508293224
453482634 508293224
352736012 508293224
338588174 508293224
344391213 508293224
572724368 508293224
66518296 508293224
552869397 508293224
498350134 508293224
461600501 508293224
786382916 508293224
90713883 508293224
346215325 508293224
124885765 508293224
493549728 508293224
323638818 508293224
1905079195 508293224
487843108 508293224
100897831 508293224
548826537 508293224
502243006 508293224
350489388 508293224
715519858 508293224
312253110 508293224
477830706 508293224
156107830 508293224
273693374 508293224
781673407 508293224
489900097 508293224
1273152452 508293224
64328374 508293224
344243144 508293224
2238340681 508293224
117988044 508293224
383857997 508293224
952566864 508293224
464991060 508293224
566863445 508293224
341327958 508293224
384612576 508293224
404461584 508293224
338572903 508293224
436025577 508293224
351818219 508293224
162733508 508293224
352627569 508293224
421653746 508293224
157757171 508293224
327247221 508293224
420068214 508293224
326330615 508293224
422013050 508293224
481568891 508293224
230297477 508293224
604049022 508293224
231618677 508293224
1659228966 1180282440
1659228966 25703672
1659228966 2192226509
1659228966 500086135
25703672 1659228966
500086135 1659228966
340422671 1659228966
16941578 15175113
16941578 81302636
16941578 95357199
15175113 16941578
81302636 16941578
95357199 16941578
1111781192 362231054
1111781192 423821388
1111781192 2196387582
1111781192 503898126
362231054 1111781192
2196387582 1111781192
20569692 44734376
20569692 23762849
20569692 18198866
20569692 2350453652
20569692 164062511
44734376 20569692
23762849 20569692
18198866 20569692
2350453652 20569692
164062511 20569692
491513584 1136300857
491513584 55438857
14806209 491513584
17314683 491513584
1136300857 491513584
55438857 491513584
178942497 831607375
150867596 594068274
150867596 2350453652
594068274 150867596
2350453652 150867596
17022537 150867596
355019139 525926754
355019139 466673585
355019139 463931208
355019139 335988809
355019139 1883587722
355019139 311271563
355019139 470450638
355019139 72163208
355019139 68008403
355019139 105229582
355019139 114366316
355019139 1641929947
355019139 354549685
525926754 355019139
72163208 355019139
335988809 355019139
311271563 355019139
105229582 355019139
68008403 355019139
354549685 355019139
452553250 48357184
452553250 372004289
452553250 424540322
452553250 554378627
452553250 348017190
452553250 367343945
452553250 602754314
452553250 467028843
452553250 1043624780
452553250 863140226
452553250 486369936
452553250 494460585
452553250 483260988
452553250 442453151
424540322 452553250
554378627 452553250
367343945 452553250
31244493 452553250
782831010 452553250
486369936 452553250
247945011 452553250
494460585 452553250
483260988 452553250
442453151 452553250
381686143 345167235
381686143 1024655400
381686143 358586441
381686143 556577258
381686143 270040301
381686143 334371725
381686143 431161784
381686143 42719794
381686143 448327155
381686143 52880020
381686143 611423160
381686143 136124889
381686143 199801562
381686143 383785295
345167235 381686143
1024655400 381686143
556577258 381686143
270040301 381686143
334371725 381686143
42719794 381686143
448327155 381686143
52880020 381686143
431161784 381686143
199801562 381686143
352878217 187410785
352878217 441899332
352878217 1135539750
352878217 377686086
352878217 201482951
352878217 397376169
352878217 231682919
352878217 1134405164
352878217 603296562
352878217 269153742
352878217 403115343
352878217 262488848
352878217 112539666
352878217 391081043
352878217 391706132
352878217 57106165
352878217 488814710
352878217 368977335
352878217 462624153
352878217 757759956
187410785 352878217
377686086 352878217
201482951 352878217
1134405164 352878217
112539666 352878217
403115343 352878217
50320242 352878217
391081043 352878217
391706132 352878217
57106165 352878217
488814710 352878217
462624153 352878217
757759956 352878217
433784683 952293600
433784683 276650115
433784683 26049500
433784683 185378198
56271890 433784683
26049500 433784683
861511147 423081090
861511147 366863142
861511147 320494890
861511147 342447371
861511147 466737617
861511147 64649906
861511147 276070804
861511147 347948246
423081090 861511147
366863142 861511147
320494890 861511147
342447371 861511147
64649906 861511147
418282899 861511147
276070804 861511147
347948246 861511147
517160098 236967872
517160098 266389445
517160098 428716488
517160098 572039474
517160098 254819349
517160098 443400056
517160098 521902010
517160098 868837051
517160098 278492796
517160098 338399486
236967872 517160098
344469057 517160098
266389445 517160098
428716488 517160098
26663722 517160098
342916232 517160098
572039474 517160098
254819349 517160098
443400056 517160098
521902010 517160098
868837051 517160098
278492796 517160098
338399486 517160098
1168994888 34475336
34475336 1168994888
204182899 1168994888
505010396 1168994888
598001991 22845793
598001991 16463107
598001991 55438857
598001991 20233071
598001991 25829907
598001991 68771190
16463107 598001991
22845793 598001991
25829907 598001991
68771190 598001991
20233071 598001991
406663613 189782177
406663613 283209316
406663613 530038821
406663613 25943944
406663613 87313228
406663613 97578353
406663613 62478803
406663613 260506872
406663613 362301562
406663613 280761180
406663613 596916861
406663613 221855422
406663613 1227515455
221949960 406663613
1798375448 406663613
383963805 406663613
189782177 406663613
530038821 406663613
251921715 406663613
1227515455 406663613
503872457 406663613
87313228 406663613
62478803 406663613
380726476 406663613
280761180 406663613
279169402 406663613
437782437 406663613
283209316 406663613
97578353 406663613
117515639 406663613
260506872 406663613
362301562 406663613
596916861 406663613
431115158 1191922052
431115158 353785926
431115158 259538129
431115158 58611305
431115158 855359082
431115158 420632620
431115158 142477998
431115158 615255983
431115158 431153265
431115158 299437715
431115158 16154380
1191922052 431115158
353785926 431115158
431153265 431115158
58611305 431115158
855359082 431115158
16154380 431115158
142477998 431115158
615255983 431115158
259538129 431115158
299437715 431115158
463196774 416644931
463196774 363049765
463196774 1069548199
463196774 100833768
463196774 944564204
463196774 1892180527
463196774 428502935
64514146 463196774
416644931 463196774
1069548199 463196774
100833768 463196774
944564204 463196774
276283181 463196774
1892180527 463196774
276070804 463196774
428502935 463196774
328236316 463196774
619537853 463196774
844786146 392897280
844786146 586203267
844786146 2328023052
844786146 561196318
844786146 424540322
844786146 63574950
844786146 494460585
844786146 207527341
844786146 71606578
844786146 278065375
844786146 394293694
844786146 855814412
844786146 178322773
844786146 514814679
844786146 494256986
844786146 270547679
844786146 1112405984
844786146 1290387427
844786146 335484136
844786146 177638763
392897280 844786146
1112405984 844786146
424540322 844786146
586203267 844786146
1290387427 844786146
63574950 844786146
335484136 844786146
494460585 844786146
177638763 844786146
855814412 844786146
207527341 844786146
561196318 844786146
514814679 844786146
178322773 844786146
494256986 844786146
270547679 844786146
394293694 844786146
278065375 844786146
1340775512 571514145
1340775512 457680772
1340775512 423821388
1340775512 188417746
1340775512 846233011
1340775512 972414492
139310292 1340775512
1228542600 1340775512
926445709 1340775512
722465240 1340775512
850061970 1340775512
543088020 1340775512
471573397 1340775512
993794454 1340775512
731772697 1340775512
1274194968 1340775512
457680772 1340775512
496588443 1340775512
426785564 1340775512
484536990 1340775512
971275297 1340775512
370943526 1340775512
554702379 1340775512
731888904 1340775512
846233011 1340775512
981365941 1340775512
380466362 1340775512
468762687 1340775512
567737152 1340775512
422877086 1340775512
571514145 1340775512
425056713 1340775512
423821388 1340775512
188417746 1340775512
470450388 1340775512
515717590 1340775512
176514779 1340775512
837732282 1340775512
1155191648 1340775512
593023079 1340775512
428298603 1340775512
475499921 1340775512
1242351091 1340775512
178747189 1340775512
626022261 1340775512
459854841 1340775512
1081344762 1340775512
1311347707 1340775512
287293125 176906250
1798375448 287293125
176906250 287293125
45939311 287293125
17701258 474563808
17701258 175201792
17701258 16463107
17701258 251844193
17701258 119145164
17701258 544059150
17701258 299405491
17701258 162126261
17701258 16321818
474563808 17701258
175201792 17701258
15602566 17701258
251844193 17701258
17022537 17701258
119145164 17701258
544059150 17701258
299405491 17701258
162126261 17701258
16321818 17701258
16321821 17701258
27178689 400376164
400376164 27178689
314311593 863140226
314311593 554378627
314311593 235704486
314311593 441342892
314311593 2377227404
314311593 396076814
314311593 18198866
314311593 6602102
314311593 822124153
314311593 494256986
314311593 790458108
863140226 314311593
554378627 314311593
790458108 314311593
235704486 314311593
2377227404 314311593
602754314 314311593
441342892 314311593
396076814 314311593
1191644245 314311593
822124153 314311593
494256986 314311593
483260988 314311593
126319834 314311593
442453151 314311593
597054105 436347682
597054105 570436235
597054105 67600453
597054105 459501131
597054105 1201978314
597054105 204505963
597054105 601477751
597054105 428481565
597054105 387317873
597054105 385051124
597054105 2155480407
597054105 338676827
597054105 2151670762
67600453 597054105
1201978314 597054105
387317873 597054105
385051124 597054105
601477751 597054105
338676827 597054105
428481565 597054105
351024796 1328446340
351024796 283867529
351024796 627854730
351024796 1084919437
351024796 878956951
351024796 391499076
351024796 270091427
351024796 607790763
351024796 489543855
351024796 715258417
351024796 256069170
351024796 264541193
351024796 477326520
351024796 367945273
351024796 364037306
351024796 414456642
351024796 836840899
351024796 786036932
351024796 425487947
351024796 564174541
351024796 145063883
351024796 552379861
351024796 595944664
351024796 451102426
351024796 580230881
351024796 115065835
351024796 1164710894
351024796 50320242
351024796 477324659
1328446340 351024796
283867529 351024796
2181125259 351024796
1084919437 351024796
1164710894 351024796
878956951 351024796
391499076 351024796
876260911 351024796
270091427 351024796
159934632 351024796
452523817 351024796
607790763 351024796
323919406 351024796
489543855 351024796
477326520 351024796
367945273 351024796
364037306 351024796
414456642 351024796
836840899 351024796
786036932 351024796
585981766 351024796
17022537 351024796
145063883 351024796
564174541 351024796
442673999 351024796
500284245 351024796
595944664 351024796
490450777 351024796
451102426 351024796
580230881 351024796
532707812 351024796
32206059 351024796
50320242 351024796
1912503547 351024796
338869013 351024796
397435072 501296387
397435072 85659268
397435072 337240457
397435072 2203533196
397435072 628870659
397435072 59019927
397435072 830127258
397435072 132695835
397435072 53833505
397435072 182995874
397435072 1064412835
397435072 37792807
397435072 48157361
397435072 91627573
397435072 63559352
397435072 416644931
397435072 63370441
397435072 450146645
397435072 256723160
397435072 370460383
397435072 584330980
397435072 576651238
397435072 465599718
397435072 1184133608
397435072 630004391
397435072 454536045
397435072 322881012
397435072 550870782
397435072 172123903
337240457 397435072
53833505 397435072
182995874 397435072
628870659 397435072
584330980 397435072
576651238 397435072
37792807 397435072
63370441 397435072
630004391 397435072
2203533196 397435072
48157361 397435072
322881012 397435072
91627573 397435072
59019927 397435072
256723160 397435072
85659268 397435072
830127258 397435072
132695835 397435072
172123903 397435072
33461229 14545332
33461229 457795783
14545332 33461229
1374930559 158032672
1374930559 985602242
1374930559 630004391
1374930559 283122186
1374930559 571344460
1374930559 106939159
1374930559 79315485
985602242 1374930559
630004391 1374930559
283122186 1374930559
571344460 1374930559
106939159 1374930559
79315485 1374930559
539477310 384645025
539477310 394792102
539477310 255133295
394792102 539477310
255133295 539477310
147072822 497992897
147072822 49495650
147072822 243443366
147072822 324765255
147072822 104260809
147072822 264572913
147072822 31609523
104260809 147072822
264572913 147072822
243443366 147072822
324765255 147072822
716868412 1131009248
716868412 389222000
716868412 113258212
716868412 286472485
716868412 502133286
716868412 75282696
716868412 499086313
716868412 707457445
716868412 459724364
716868412 340432366
716868412 248365616
716868412 622477128
716868412 492388370
716868412 751800756
716868412 547785685
716868412 377579190
716868412 443076922
716868412 388291007
716868412 235328703
1131009248 716868412
389222000 716868412
113258212 716868412
286472485 716868412
502133286 716868412
805467463 716868412
75282696 716868412
499086313 716868412
707457445 716868412
459724364 716868412
547785685 716868412
248365616 716868412
751800756 716868412
478788454 716868412
377579190 716868412
340432366 716868412
443076922 716868412
388291007 716868412
235328703 716868412
551413253 377756675
551413253 409295172
551413253 502133286
551413253 805467463
551413253 180958025
551413253 448426605
551413253 49479363
551413253 162947860
551413253 423090357
551413253 902969689
551413253 979011716
551413253 443076922
551413253 249909691
551413253 369194942
551413253 713852245
377756675 551413253
409295172 551413253
805467463 551413253
180958025 551413253
448426605 551413253
49479363 551413253
423090357 551413253
902969689 551413253
979011716 551413253
443076922 551413253
249909691 551413253
369194942 551413253
374068811 229669791
100897831 394423041
100897831 1949901931
100897831 337390596
100897831 124885765
100897831 544479937
100897831 1722389515
100897831 338588174
100897831 344391213
100897831 322919952
100897831 79828888
100897831 547099796
100897831 552869397
100897831 1737301633
100897831 731938843
100897831 61566542
100897831 461600501
100897831 230297477
100897831 555232091
100897831 1335293352
100897831 1963750321
100897831 708148392
100897831 502243006
100897831 481525291
100897831 246516543
100897831 421653746
100897831 247035822
100897831 459930928
100897831 351853745
100897831 1852920882
100897831 556307893
100897831 498350134
100897831 97304351
100897831 1315583143
100897831 273693374
100897831 327247221
100897831 539761248
100897831 162733508
100897831 64328374
100897831 2238340681
100897831 624351947
100897831 516670721
100897831 258165730
100897831 481687630
100897831 983820751
100897831 747956562
100897831 1068282613
100897831 79567316
100897831 872387598
100897831 390276345
100897831 112833370
100897831 276172891
100897831 383857997
100897831 186601952
100897831 384621166
100897831 481568891
100897831 480011748
100897831 422221926
100897831 156107830
100897831 351818219
100897831 308843246
100897831 369172720
100897831 352627569
100897831 715519858
100897831 157757171
100897831 231618677
100897831 611687030
100897831 326330615
100897831 420068214
100897831 464991060
100897831 344312187
100897831 215265406
100897831 430886549
337390596 100897831
394423041 100897831
1722389515 100897831
338588174 100897831
322919952 100897831
552869397 100897831
731938843 100897831
323638818 100897831
502243006 100897831
524866597 100897831
481525291 100897831
1852920882 100897831
498350134 100897831
1691711072 100897831
759551048 100897831
2238340681 100897831
346928714 100897831
61566542 100897831
872387598 100897831
341327958 100897831
276172891 100897831
539761248 100897831
422221926 100897831
1949901931 100897831
612488308 100897831
231618677 100897831
611687030 100897831
481568891 100897831
215265406 100897831
1737301633 100897831
605971604 100897831
453482634 100897831
547099796 100897831
430886549 100897831
1273152452 100897831
2353809057 100897831
90713883 100897831
470262951 100897831
708148392 100897831
351853745 100897831
64328374 100897831
273693374 100897831
544479937 100897831
715412676 100897831
624351947 100897831
117988044 100897831
2284592871 100897831
436025577 100897831
308843246 100897831
421653746 100897831
157757171 100897831
461600501 100897831
326330615 100897831
536034044 100897831
516670721 100897831
124885765 100897831
352736012 100897831
542758675 100897831
928830740 100897831
66518296 100897831
411124507 100897831
97304351 100897831
459930928 100897831
355340601 100897831
408938299 100897831
1315583143 100897831
246516543 100897831
156107830 100897831
47808840 100897831
383857997 100897831
1249580881 100897831
747956562 100897831
464991060 100897831
112833370 100897831
555232091 100897831
352627569 100897831
715519858 100897831
327247221 100897831
420068214 100897831
342796436 100897831
344312187 100897831
230297477 100897831
79828888 100897831
339060131 100897831
1335293352 100897831
548826537 100897831
247035822 100897831
626904496 100897831
1963750321 100897831
556307893 100897831
942904758 100897831
1068282613 100897831
162733508 100897831
464820679 100897831
866434508 100897831
983820751 100897831
79567316 100897831
467106382 100897831
524633562 100897831
186601952 100897831
258165730 100897831
480011748 100897831
351818219 100897831
303420398 100897831
107258702 407241079
107258702 327231310
107258702 74822705
107258702 39391033
107258702 105246841
107258702 31019549
327231310 107258702
105246841 107258702
74822705 107258702
407241079 107258702
39391033 107258702
31019549 107258702
36130501 1707927792
36130501 494256986
36130501 1014069355
36130501 551382363
1707927792 36130501
494256986 36130501
531856229 961717568
531856229 1877439876
531856229 412710678
531856229 328389810
531856229 480846856
531856229 552839947
531856229 543702083
531856229 162947860
531856229 1146451651
531856229 2296647447
531856229 26992668
531856229 454265504
531856229 498531108
531856229 707457445
531856229 426785564
531856229 977058858
531856229 625611692
531856229 182662066
531856229 537722414
531856229 621111983
531856229 985153584
531856229 500039392
531856229 505350450
531856229 2276684340
531856229 924174901
531856229 64328374
531856229 930617017
531856229 355775162
531856229 296010186
531856229 423090357
531856229 1074819648
531856229 1149451872
531856229 49479363
531856229 905018568
531856229 364019786
531856229 537859788
531856229 469499834
531856229 959891665
531856229 812250067
531856229 1087504981
531856229 1041423830
531856229 902969689
531856229 2402950667
531856229 425529951
531856229 270095840
531856229 346928714
531856229 613497959
531856229 79361262
531856229 1354663279
531856229 842265456
531856229 423868018
531856229 1154435958
531856229 409047188
531856229 388291007
531856229 1040123132
531856229 636520061
531856229 850087850
961717568 531856229
1877439876 531856229
412372741 531856229
328389810 531856229
552839947 531856229
212071182 531856229
49479363 531856229
162947860 531856229
412710678 531856229
2296647447 531856229
426785564 531856229
498531108 531856229
707457445 531856229
26992668 531856229
977058858 531856229
625611692 531856229
182662066 531856229
537722414 531856229
621111983 531856229
985153584 531856229
500039392 531856229
505350450 531856229
2276684340 531856229
924174901 531856229
930617017 531856229
443076922 531856229
346928714 531856229
423090357 531856229
1074819648 531856229
1149451872 531856229
543702083 531856229
296010186 531856229
469499834 531856229
959891665 531856229
1087504981 531856229
1041423830 531856229
355775162 531856229
425529951 531856229
270095840 531856229
613497959 531856229
79361262 531856229
1354663279 531856229
423868018 531856229
21424499 531856229
409047188 531856229
388291007 531856229
1040123132 531856229
636520061 531856229
347624268 256789763
347624268 2458640145
347624268 805717867
347624268 836840899
2458640145 347624268
805717867 347624268
256789763 347624268
558206052 347624268
836840899 347624268
433807489 546221952
433807489 266951948
433807489 59334926
433807489 414998035
433807489 26992668
433807489 762540199
433807489 737938728
433807489 491723693
433807489 344243144
433807489 1049424182
433807489 770639552
433807489 357231302
433807489 141656776
433807489 403794939
433807489 1511955152
433807489 267583697
433807489 812250067
433807489 2246485334
433807489 2198493529
433807489 342447842
433807489 141738339
433807489 565567865
433807489 344312187
433807489 2254763901
546221952 433807489
264541193 433807489
266951948 433807489
59334926 433807489
263405458 433807489
414998035 433807489
26992668 433807489
2306295327 433807489
762540199 433807489
737938728 433807489
491723693 433807489
344243144 433807489
45470777 433807489
344312187 433807489
770639552 433807489
357231302 433807489
141656776 433807489
262360972 433807489
1511955152 433807489
267583697 433807489
812250067 433807489
2246485334 433807489
2198493529 433807489
342447842 433807489
141738339 433807489
988212583 433807489
2254763901 433807489
357776371 433807489
580309240 433807489
565567865 433807489
403794939 433807489
400295549 433807489
343161278 348731010
343161278 375797417
343161278 84444204
343161278 334859057
343161278 320748084
343161278 189936276
343161278 239633854
348731010 343161278
375797417 343161278
84444204 343161278
334859057 343161278
320748084 343161278
189936276 343161278
239633854 343161278
336878071 1045794372
336878071 261802673
336878071 270670122
336878071 258571660
336878071 418880719
336878071 1357008080
336878071 374259313
336878071 249433362
336878071 214229879
336878071 35946715
555066692 336878071
270670122 336878071
258571660 336878071
1357008080 336878071
261802673 336878071
249433362 336878071
35946715 336878071
307736137 256789763
307736137 412372741
307736137 316842760
307736137 502081801
307736137 27987978
307736137 459930928
307736137 400245010
307736137 414998035
307736137 605971604
307736137 102779310
307736137 319435013
307736137 287874224
307736137 506226984
307736137 264541193
307736137 229249070
307736137 69514121
307736137 709644468
307736137 328092681
307736137 45470777
307736137 228781628
307736137 211755069
307736137 347923135
307736137 339258818
307736137 499010629
307736137 293772486
307736137 68647111
307736137 344243144
307736137 22557393
307736137 467102039
307736137 342447842
307736137 344312187
307736137 275069028
307736137 58796904
307736137 289112425
307736137 521015935
307736137 807990162
307736137 453482634
307736137 259115781
307736137 393723384
307736137 403794939
307736137 369296661
256789763 307736137
412372741 307736137
316842760 307736137
502081801 307736137
453482634 307736137
459930928 307736137
400245010 307736137
414998035 307736137
605971604 307736137
259115781 307736137
287874224 307736137
319435013 307736137
506226984 307736137
264541193 307736137
102779310 307736137
69514121 307736137
709644468 307736137
328092681 307736137
45470777 307736137
228781628 307736137
347923135 307736137
339258818 307736137
499010629 307736137
293772486 307736137
68647111 307736137
344243144 307736137
22557393 307736137
467102039 307736137
342447842 307736137
344312187 307736137
275069028 307736137
58796904 307736137
289112425 307736137
229249070 307736137
521015935 307736137
807990162 307736137
393723384 307736137
403794939 307736137
369296661 307736137
520676128 497992897
520676128 182995874
520676128 501296387
520676128 107333221
520676128 168863846
520676128 628479203
520676128 514707976
520676128 104260809
520676128 29531165
520676128 465599718
520676128 552226671
520676128 605964274
520676128 91246694
520676128 26924916
520676128 266819171
520676128 397456873
520676128 55818365
520676128 403753980
520676128 529762749
520676128 172123903
497992897 520676128
182995874 520676128
501296387 520676128
107333221 520676128
168863846 520676128
628479203 520676128
514707976 520676128
104260809 520676128
29531165 520676128
465599718 520676128
552226671 520676128
605964274 520676128
91246694 520676128
26924916 520676128
266819171 520676128
397456873 520676128
55818365 520676128
403753980 520676128
529762749 520676128
172123903 520676128
55438857 21776992
55438857 21166177
55438857 436168194
55438857 455048133
55438857 225090222
55438857 130238097
55438857 29299954
55438857 41620153
55438857 1136300857
55438857 39050000
436168194 55438857
290517255 55438857
130238097 55438857
225090222 55438857
16447150 55438857
56383923 55438857
1136300857 55438857
2312970171 55438857
13656892 55438857
21776992 55438857
455048133 55438857
41620153 55438857
997631328 55438857
21166177 55438857
63228772 55438857
29299954 55438857
21424499 55438857
18617209 55438857
17314683 55438857
595935810 559163168
595935810 338335970
595935810 142780964
595935810 353283990
595935810 391499076
595935810 746256787
595935810 357633218
595935810 1084919437
595935810 399763344
595935810 1259463187
595935810 451792334
595935810 1318725494
595935810 1164664627
595935810 504805306
595935810 1289899759
595935810 589960285
559163168 595935810
831641730 595935810
142780964 595935810
353283990 595935810
357633218 595935810
338335970 595935810
1084919437 595935810
399763344 595935810
1259463187 595935810
332024212 595935810
451792334 595935810
1318725494 595935810
1164664627 595935810
504805306 595935810
1289899759 595935810
391499076 595935810
589960285 595935810
555754419 46501187
555754419 165153571
555754419 262360972
555754419 380560230
555754419 185282054
165153571 555754419
185282054 555754419
380560230 555754419
262360972 555754419
46501187 555754419
106544187 555754419
81993387 154271239
81993387 568694265
81993387 361663321
81993387 232794495
159934632 81993387
154271239 81993387
508024014 259538129
508024014 317370834
508024014 790113098
508024014 364681853
317370834 508024014
259538129 508024014
790113098 508024014
341737456 508024014
364681853 508024014
17022537 140257063
20233071 140257063
524694952 1055790048
524694952 441646435
524694952 154271239
524694952 292889426
524694952 548041114
1055790048 524694952
154271239 524694952
950319913 524694952
292889426 524694952
548041114 524694952
1311347707 524694952
288585807 726729408
726729408 288585807
423081090 273628289
423081090 286503685
423081090 326476170
423081090 272272907
423081090 431976333
423081090 628870659
423081090 423102752
423081090 498478498
423081090 539191589
423081090 366863142
423081090 320494890
423081090 443173805
423081090 758889776
423081090 31609523
423081090 91627573
423081090 269624760
423081090 323964819
423081090 63559352
423081090 182995874
423081090 466737617
423081090 136124889
423081090 414006106
423081090 338676827
423081090 722411102
423081090 584330980
423081090 392883558
423081090 1184133608
423081090 516889835
423081090 322881012
423081090 568694265
423081090 401057274
423081090 550870782
273628289 423081090
516889835 423081090
286503685 423081090
326476170 423081090
272272907 423081090
431976333 423081090
628870659 423081090
423102752 423081090
498478498 423081090
539191589 423081090
366863142 423081090
320494890 423081090
443173805 423081090
31609523 423081090
269624760 423081090
323964819 423081090
63559352 423081090
182995874 423081090
466737617 423081090
136124889 423081090
414006106 423081090
338676827 423081090
584330980 423081090
392883558 423081090
322881012 423081090
550870782 423081090
84908030 27325089
84908030 57457283
84908030 61177766
84908030 23375934
27325089 84908030
61177766 84908030
17022537 84908030
44183146 84908030
50320242 84908030
23375934 84908030
46501187 380560230
46501187 270670122
46501187 89012954
46501187 394293694
239666946 46501187
380560230 46501187
270670122 46501187
89012954 46501187
394293694 46501187
902969689 412372741
902969689 844585861
902969689 2402950667
902969689 512832525
902969689 162947860
902969689 340405527
902969689 454265504
902969689 950319913
902969689 850087850
902969689 625611692
902969689 537722414
902969689 985153584
902969689 423090357
902969689 355775162
902969689 296010186
902969689 178109630
902969689 388291007
902969689 345723074
902969689 49479363
902969689 905018568
902969689 364019786
902969689 537859788
902969689 469499834
902969689 959891665
902969689 812250067
902969689 547785685
902969689 1041423830
902969689 205021656
902969689 335700572
902969689 1149451872
902969689 384537318
902969689 613497959
902969689 516889835
902969689 79361262
902969689 1154435958
902969689 446057208
902969689 636520061
412372741 902969689
844585861 902969689
512832525 902969689
162947860 902969689
340405527 902969689
242403738 902969689
454265504 902969689
985153584 902969689
950319913 902969689
850087850 902969689
625611692 902969689
537722414 902969689
621111983 902969689
248365616 902969689
328389810 902969689
423090357 902969689
355775162 902969689
178109630 902969689
388291007 902969689
345723074 902969689
537859788 902969689
469499834 902969689
849562194 902969689
547785685 902969689
1041423830 902969689
335700572 902969689
443076922 902969689
318053091 902969689
384537318 902969689
613497959 902969689
516889835 902969689
79361262 902969689
1154435958 902969689
446057208 902969689
408969595 902969689
636520061 902969689
498066616 183060793
498066616 210585853
183060793 498066616
210585853 498066616
384645025 498066616
466737617 345167235
466737617 286503685
466737617 47691530
466737617 376840589
466737617 320589202
466737617 1866103183
466737617 328254098
466737617 323964819
466737617 276070804
466737617 74814357
466737617 382731926
466737617 563353370
466737617 328236316
466737617 19727773
466737617 67600453
466737617 423102752
466737617 360279713
466737617 255050149
466737617 292425897
466737617 2256224709
466737617 539191589
466737617 404399789
466737617 34147889
466737617 403009970
466737617 270040301
466737617 34337589
466737617 421437372
466737617 416644931
466737617 1411750597
466737617 563714886
466737617 63370441
466737617 431976333
466737617 465022801
466737617 335342893
466737617 985940695
466737617 136124889
466737617 50865626
466737617 506542299
466737617 1186285916
466737617 505141471
466737617 246851168
466737617 321151589
466737617 182668970
466737617 318211196
466737617 516889835
466737617 397662829
466737617 472417391
466737617 328056560
466737617 539588852
466737617 71675638
466737617 568694265
466737617 36170106
466737617 546943786
404399789 466737617
345167235 466737617
286503685 466737617
47691530 466737617
376840589 466737617
1866103183 466737617
320589202 466737617
323964819 466737617
276070804 466737617
74814357 466737617
382731926 466737617
563353370 466737617
328236316 466737617
19727773 466737617
67600453 466737617
1411750597 466737617
423102752 466737617
318211196 466737617
539191589 466737617
292425897 466737617
546943786 466737617
335342893 466737617
48157361 466737617
403009970 466737617
270040301 466737617
34337589 466737617
328254098 466737617
421437372 466737617
416644931 466737617
2256224709 466737617
563714886 466737617
63370441 466737617
465022801 466737617
985940695 466737617
136124889 466737617
1186285916 466737617
505141471 466737617
246851168 466737617
321151589 466737617
256099196 466737617
397662829 466737617
472417391 466737617
286714608 466737617
539588852 466737617
71675638 466737617
182668970 466737617
57936905 385661712
57936905 308664632
57936905 1535795821
57936905 45745567
385661712 57936905
308664632 57936905
45745567 57936905
63506862 308104896
63506862 412372741
63506862 58796904
63506862 296914044
63506862 338588174
63506862 300009584
63506862 65098547
63506862 57940248
63506862 1269116154
63506862 127725916
308104896 63506862
412372741 63506862
58796904 63506862
296914044 63506862
338588174 63506862
300009584 63506862
65098547 63506862
57940248 63506862
1269116154 63506862
127725916 63506862
45071585 848440736
45071585 29305314
45071585 126962094
45071585 437910231
126962094 45071585
27450293 1034817145
478336355 48157361
478336355 934756362
478336355 565994500
478336355 404399789
478336355 172123903
48157361 478336355
403009970 478336355
565994500 478336355
404399789 478336355
172123903 478336355
462510475 513951842
462510475 343793446
462510475 739549254
462510475 840888300
462510475 478062766
462510475 595966737
