Id Label
1948000260 Drug
828145670 Drug
213852168 Drug
221780652 Drug
503898126 Drug
170237970 Drug
238444563 Drug
42967064 Drug
26992668 Drug
416776224 Drug
385581094 Drug
985153584 Drug
91627573 Drug
635535414 Drug
211755069 Drug
468762687 Drug
220799041 Drug
786382916 Drug
67600453 Drug
739549254 Drug
364019786 Drug
70533195 Drug
423821388 Drug
272203854 Drug
290242643 Drug
341327958 Drug
973176920 Drug
367343945 Drug
379371616 Drug
575733861 Drug
367362150 Drug
279625832 Drug
334184557 Drug
431153265 Drug
633053300 Drug
319832184 Drug
342392954 Drug
433807489 Drug
586203267 Drug
170500234 Drug
311271563 Drug
393650316 Drug
844701841 Drug
536641683 Drug
819642522 Drug
422707360 Drug
1525809313 Drug
2227789988 Drug
355106983 Drug
1129144490 Drug
991499634 Drug
1520589512 Drug
26378422 Drug
426819771 Drug
319676606 Drug
34267331 Drug
565665988 Drug
71909574 Drug
551532706 Drug
304693449 Drug
1378672842 Drug
379887820 Drug
321528013 Drug
267583697 Drug
363315412 Drug
49873110 Drug
256652665 Drug
35946715 Drug
1270330746 Drug
477118696 Drug
600383725 Drug
175530226 Drug
64217337 Drug
419234048 Drug
865362180 Drug
59334926 Drug
511025426 Drug
421634324 Drug
136143130 Drug
1368178975 Drug
440500512 Drug
572039474 Drug
2213298486 Drug
71090492 Drug
397944202 Drug
722829630 Drug
59572545 Drug
374645059 Drug
47808840 Drug
322404683 Drug
608510288 Drug
430317905 Drug
29548883 Drug
110297436 Drug
446357854 Drug
525926754 Drug
180158819 Drug
378274152 Drug
948756846 Drug
560439663 Drug
343613814 Drug
399745403 Drug
64856449 Drug
940209558 Drug
1022853510 Drug
612237704 Drug
337240457 Drug
326476170 Drug
494395788 Drug
376840589 Drug
1250427283 Drug
276070804 Drug
232669589 Drug
54714777 Drug
1220338074 Drug
1321525598 Drug
595919263 Drug
459776416 Drug
255050149 Drug
309240233 Drug
594837932 Drug
65667503 Drug
165451166 Drug
431161784 Drug
1223393724 Drug
307429824 Drug
874734018 Drug
2256224709 Drug
296010186 Drug
470450638 Drug
377602511 Drug
116957648 Drug
20480469 Drug
426248953 Drug
205021656 Drug
453558747 Drug
1113825758 Drug
298164703 Drug
